Date,Close Price,Volume,Open Price,High,Low,Year,Month,Day,DayOfWeek,IsWeekend,SMA_7,EMA_7,Volatility_7,Daily_Return,Close_Lag_1
2024-12-02,239.59,48137100.0,237.27,240.79,237.16,2024,12,2,0,0,243.66428571428574,243.33983614827906,2.753917555912346,-0.012610756233257803,242.65
2024-11-29,237.33,28481380.0,234.805,237.81,233.97,2024,11,29,4,0,242.17285714285714,241.8373771112093,2.977698855860186,-0.009432781000876411,239.59
2024-11-27,234.93,33498440.0,234.465,235.69,233.8101,2024,11,27,2,0,240.48428571428573,240.11053283340698,3.2850664992908087,-0.01011250158007837,237.33
2024-11-26,235.06,45986190.0,233.33,235.57,233.33,2024,11,26,1,0,239.37285714285713,238.84789962505522,3.6509483438587376,0.0005533563189035196,234.93
2024-11-25,232.87,90152830.0,231.46,233.245,229.74,2024,11,25,0,0,237.92000000000002,237.35342471879142,3.958960301224041,-0.009316770186335366,235.06
2024-11-22,229.87,38168250.0,228.06,230.7199,228.06,2024,11,22,4,0,236.04285714285714,235.48256853909356,4.247919939161446,-0.012882724266758294,232.87
2024-11-21,228.52,42108330.0,228.88,230.155,225.7103,2024,11,21,3,0,234.02428571428572,233.74192640432017,3.9303428906517817,-0.005872884673946088,229.87
2024-11-20,229.0,35169570.0,228.06,229.93,225.89,2024,11,20,2,0,232.51142857142855,232.55644480324014,3.4382816860145216,0.002100472606336279,228.52
2024-11-19,228.28,36211770.0,226.98,230.16,226.66,2024,11,19,1,0,231.21857142857144,231.4873336024301,2.9976848209437024,-0.003144104803493475,229.0
2024-11-18,228.02,44686020.0,225.25,229.74,225.17,2024,11,18,0,0,230.23142857142855,230.62050020182258,2.6941815613867512,-0.001138952164009055,228.28
2024-11-15,225.0,47923700.0,226.4,226.92,224.27,2024,11,15,4,0,228.7942857142857,229.21537515136694,2.3504173894787437,-0.013244452241031546,228.02
2024-11-14,228.22,44923940.0,225.02,228.87,225.0,2024,11,14,3,0,228.12999999999997,228.9665313635252,1.5152667531941422,0.014311111111111163,225.0
2024-11-13,225.12,48566220.0,224.01,226.65,222.76,2024,11,13,2,0,227.45142857142858,228.0048985226439,1.6626026642134917,-0.013583384453597414,228.22
2024-11-12,224.23,40398300.0,224.55,225.59,223.355,2024,11,12,1,0,226.83857142857144,227.06117389198295,1.9660487326233342,-0.003953447050462078,225.12
2024-11-11,224.23,42005600.0,225.0,225.7,221.5,2024,11,11,0,0,226.15714285714287,226.35338041898723,1.9180955336459933,0.0,224.23
2024-11-08,226.96,38328820.0,227.17,228.66,226.405,2024,11,8,4,0,225.96857142857147,226.50503531424044,1.7303027535809619,0.012174998885073451,224.23
2024-11-07,227.48,42137690.0,224.625,227.875,224.57,2024,11,7,3,0,225.89142857142858,226.74877648568034,1.6328954709502526,0.0022911526260132042,226.96
2024-11-06,222.72,54561120.0,222.61,226.065,221.19,2024,11,6,2,0,225.56571428571425,225.74158236426027,2.02149991460899,-0.02092491647617367,227.48
2024-11-05,223.45,28111340.0,221.795,223.95,221.14,2024,11,5,1,0,224.8842857142857,225.1686867731952,1.765378685938005,0.0032776580459770166,222.72
2024-11-04,222.01,44944470.0,220.99,222.79,219.71,2024,11,4,0,0,224.44,224.3790150798964,2.0625065656466792,-0.006444394719176572,223.45
2024-11-01,222.91,65276740.0,220.965,225.35,220.27,2024,11,1,4,0,224.25142857142856,224.0117613099223,2.143652868131861,0.004053871447232238,222.01
2024-10-31,225.91,64370090.0,229.34,229.83,225.37,2024,10,31,3,0,224.49142857142854,224.4863209824417,2.2330355167461935,0.01345834641783683,222.91
2024-10-30,230.1,47070910.0,232.61,233.47,229.55,2024,10,30,2,0,224.94000000000003,225.88974073683127,2.996453459230696,0.01854720906555718,225.91
2024-10-29,233.67,35417250.0,233.1,234.325,232.32,2024,10,29,1,0,225.8242857142857,227.83480555262344,4.4377165943118495,0.015514993481095196,230.1
2024-10-28,233.4,36087130.0,233.32,234.73,232.55,2024,10,28,0,0,227.35,229.22610416446756,4.993665988029448,-0.0011554756708177516,233.67
2024-10-25,231.41,38802300.0,229.74,233.22,229.57,2024,10,25,4,0,228.48714285714283,229.77207812335067,4.86213503955404,-0.008526135389888667,233.4
2024-10-24,230.57,31109500.0,229.98,230.82,228.41,2024,10,24,3,0,229.71,229.97155859251302,3.9530452396435596,-0.003629920919580032,231.41
2024-10-23,230.76,52286980.0,234.08,235.144,227.76,2024,10,23,2,0,230.83142857142857,230.16866894438476,2.576130357542013,0.0008240447586416177,230.57
2024-10-22,235.86,38846580.0,233.885,236.22,232.6,2024,10,22,1,0,232.25285714285715,231.59150170828858,2.1111427733636883,0.02210088403536159,230.76
2024-10-21,236.48,36254470.0,234.45,236.85,234.45,2024,10,21,0,0,233.16428571428568,232.81362628121644,2.386090646105143,0.002628678029339415,235.86
2024-10-18,235.0,46431470.0,236.18,236.18,234.01,2024,10,18,4,0,233.3542857142857,233.36021971091233,2.484014607732907,-0.006258457374830773,236.48
2024-10-17,232.15,32993810.0,233.43,233.85,230.52,2024,10,17,3,0,233.1757142857143,233.05766478318424,2.524776274860236,-0.012127659574468042,235.0
2024-10-16,231.78,34082240.0,231.6,232.12,229.84,2024,10,16,2,0,233.22857142857146,232.73824858738817,2.485212456186159,-0.001593797113934925,232.15
2024-10-15,233.85,64751370.0,233.61,237.49,232.37,2024,10,15,1,0,233.69714285714284,233.01618644054113,2.1923709713897304,0.008930882733626744,231.78
2024-10-14,231.3,39882090.0,228.7,231.73,228.6,2024,10,14,0,0,233.77428571428572,232.58713983040587,2.078331519455874,-0.010904425914047389,233.85
2024-10-11,227.55,31759190.0,229.3,229.41,227.34,2024,10,11,4,0,232.58714285714288,231.32785487280438,2.8995155588808865,-0.01621271076524,231.3
2024-10-10,229.04,28183540.0,227.78,229.5,227.17,2024,10,10,3,0,231.52428571428572,230.75589115460326,2.5808064446532675,0.006548011426060096,227.55
2024-10-09,229.54,33591090.0,225.23,229.75,224.83,2024,10,9,2,0,230.74428571428572,230.45191836595245,2.1432596447383294,0.002183024799161659,229.04
2024-10-08,225.77,31855690.0,224.3,225.98,223.25,2024,10,8,1,0,229.83285714285714,229.28143877446433,2.723782384147541,-0.01642415265313224,229.54
2024-10-07,221.69,39505350.0,224.5,225.69,221.33,2024,10,7,0,0,228.39142857142858,227.38357908084828,3.9260812887300642,-0.01807148868317321,225.77
2024-10-04,226.8,37345100.0,227.9,228.0,224.13,2024,10,4,4,0,227.3842857142857,227.2376843106362,3.112367036747215,0.023050205241553545,221.69
2024-10-03,225.67,34044160.0,225.14,226.805,223.32,2024,10,3,3,0,226.57999999999998,226.84576323297713,2.6203943723548098,-0.004982363315696792,226.8
2024-10-02,226.78,32880610.0,225.89,227.37,223.02,2024,10,2,2,0,226.47,226.82932242473285,2.5888607533048376,0.004918686577746412,225.67
2024-10-01,226.21,63285050.0,229.52,229.65,223.74,2024,10,1,1,0,226.06571428571428,226.67449181854965,2.3285106623685503,-0.0025134491577740725,226.78
2024-09-30,233.0,54793390.0,230.04,233.0,229.65,2024,9,30,0,0,226.56,228.25586886391224,3.3375440072008242,0.03001635648291412,226.21
2024-09-27,227.79,34025970.0,228.46,229.52,227.3,2024,9,27,4,0,226.84857142857143,228.13940164793416,3.345172783636607,-0.022360515021459304,233.0
2024-09-26,227.52,36636710.0,227.3,228.5,225.41,2024,9,26,3,0,227.68142857142857,227.98455123595062,2.4537551397228703,-0.0011853022520742496,227.79
2024-09-25,226.37,42308720.0,224.93,227.29,224.02,2024,9,25,2,0,227.62000000000003,227.58091342696295,2.484686432262385,-0.0050545007032348765,227.52
2024-09-24,227.37,43556070.0,228.645,229.35,225.73,2024,9,24,1,0,227.86285714285714,227.5281850702222,2.3412654291057917,0.0044175464946769605,226.37
2024-09-23,226.47,54146020.0,227.34,229.45,225.81,2024,9,23,0,0,227.81857142857143,227.26363880266666,2.3679416418167354,-0.0039583058450983755,227.37
2024-09-20,228.2,318679900.0,229.97,233.09,227.62,2024,9,20,4,0,228.10285714285715,227.497729102,2.2596143792380325,0.00763898088046977,226.47
2024-09-19,228.87,66781320.0,224.99,229.82,224.63,2024,9,19,3,0,227.51285714285714,227.8407968265,0.8948875960286364,0.002936021034180669,228.2
2024-09-18,220.69,59894930.0,217.55,222.71,217.54,2024,9,18,2,0,226.49857142857144,226.05309761987502,2.7104146581380637,-0.03574081356228431,228.87
2024-09-17,216.79,45519340.0,215.75,216.9,214.5,2024,9,17,1,0,224.96571428571428,223.73732321490627,4.487827451907803,-0.017671847387738526,220.69
2024-09-16,216.32,59357430.0,216.54,217.22,213.92,2024,9,16,0,0,223.52999999999997,221.8829924111797,5.464903170841064,-0.002167996678813622,216.79
2024-09-13,222.5,36766620.0,223.58,224.04,221.91,2024,9,13,4,0,222.8342857142857,222.0372443083848,5.198047252391735,0.02856878698224863,216.32
2024-09-12,222.77,37498230.0,222.5,223.55,219.82,2024,9,12,3,0,222.30571428571426,222.2204332312886,4.948874811991502,0.0012134831460675066,222.5
2024-09-11,222.66,44587070.0,221.455,223.09,217.89,2024,9,11,2,0,221.5142857142857,222.33032492346646,4.241591121041404,-0.0004937828253356313,222.77
2024-09-10,220.11,51591030.0,218.92,221.48,216.73,2024,9,10,1,0,220.26285714285717,221.77524369259984,2.7340306892070196,-0.011452438695769285,222.66
2024-09-09,220.91,67179970.0,220.82,221.27,216.71,2024,9,9,0,0,220.2942857142857,221.55893276944988,2.741014758217093,0.0036345463631819452,220.11
2024-09-06,220.82,48423010.0,223.95,225.24,219.77,2024,9,6,4,0,220.86999999999998,221.37419957708738,2.2640376910883497,-0.0004074057308406376,220.91
2024-09-05,222.38,36615400.0,221.625,225.48,221.52,2024,9,5,3,0,221.7357142857143,221.62564968281552,1.0867820563927357,0.007064577483923529,220.82
2024-09-04,220.85,43840200.0,221.66,221.78,217.48,2024,9,4,2,0,221.5,221.43173726211165,1.0722251007454815,-0.006880115118266028,222.38
2024-09-03,222.77,50190570.0,228.55,229.0,221.17,2024,9,3,1,0,221.5,221.76630294658372,1.0722251007454815,0.008693683495585303,220.85
2024-08-30,229.0,52990770.0,230.19,230.4,227.48,2024,8,30,4,0,222.40571428571428,223.5747272099378,3.05669133292256,0.027966063653095175,222.77
2024-08-29,229.79,51906300.0,230.1,232.92,228.88,2024,8,29,3,0,223.78857142857143,225.12854540745334,3.9143216890945847,0.0034497816593885844,229.0
2024-08-28,226.49,38052170.0,227.92,229.86,225.68,2024,8,28,2,0,224.58571428571426,225.46890905559002,3.79681821680082,-0.014360938247965471,229.79
2024-08-27,228.03,35934560.0,225.995,228.85,224.89,2024,8,27,1,0,225.61571428571432,226.1091817916925,3.5765712497815385,0.006799417192812074,226.49
2024-08-26,227.18,30602210.0,226.76,227.28,223.8905,2024,8,26,0,0,226.30142857142854,226.3768863437694,3.302445702664857,-0.0037275797044248327,228.03
2024-08-23,226.84,38677250.0,225.659,228.22,224.33,2024,8,23,4,0,227.15714285714287,226.49266475782704,2.2687420470808086,-0.0014966106171317994,227.18
2024-08-22,224.53,43695320.0,227.79,228.34,223.9,2024,8,22,3,0,227.40857142857143,226.00199856837028,1.7366387896497733,-0.010183389172985335,226.84
2024-08-21,226.4,34765480.0,226.52,227.98,225.05,2024,8,21,2,0,227.0371428571429,226.1014989262777,1.613192634558076,0.008328508439852111,224.53
2024-08-20,226.51,30299030.0,225.77,227.17,225.45,2024,8,20,1,0,226.56857142857143,226.20362419470828,1.0627860959366453,0.0004858657243815845,226.4
2024-08-19,225.89,40687810.0,225.72,225.99,223.04,2024,8,19,0,0,226.4828571428571,226.12521814603122,1.0939182523658326,-0.0027371859962033174,226.51
2024-08-16,226.05,44340240.0,223.92,226.8271,223.6501,2024,8,16,4,0,226.2,226.10641360952343,0.8576712656968118,0.0007083093541104812,225.89
2024-08-15,224.72,46414010.0,224.6,225.35,222.76,2024,8,15,3,0,225.84857142857143,225.75981020714258,0.8924764902877006,-0.005883654058836618,226.05
2024-08-14,221.72,41960570.0,220.57,223.03,219.7,2024,8,14,2,0,225.11714285714285,224.74985765535695,1.6880137665885437,-0.013349946600213602,224.72
2024-08-13,221.27,44155330.0,219.01,221.89,219.01,2024,8,13,1,0,224.65142857142857,223.87989324151772,2.2373304671079715,-0.002029586866317823,221.72
2024-08-12,217.53,38028090.0,216.07,219.5099,215.6,2024,8,12,0,0,223.38428571428568,222.29241993113828,3.327951607936003,-0.016902426899263356,221.27
2024-08-09,216.24,42201650.0,212.1,216.78,211.97,2024,8,9,4,0,221.91714285714284,220.77931494835371,3.929689191635781,-0.005930216521858989,217.53
2024-08-08,213.31,47161150.0,213.11,214.2,208.83,2024,8,8,3,0,220.12000000000003,218.9119862112653,4.625040540363074,-0.013549759526452099,216.24
2024-08-07,209.82,63516420.0,206.9,213.64,206.39,2024,8,7,2,0,217.8014285714286,216.63898965844896,5.190386718320343,-0.016361164502367465,213.31
2024-08-06,207.23,69660490.0,205.3,209.99,201.07,2024,8,6,1,0,215.30285714285716,214.28674224383673,5.504984754098699,-0.01234391383090272,209.82
2024-08-05,209.27,119548600.0,199.09,213.5,196.0,2024,8,5,0,0,213.52428571428572,213.03255668287755,5.081036171041345,0.009844134536505456,207.23
2024-08-02,219.86,105568600.0,219.15,225.6,217.71,2024,8,2,4,0,213.32285714285715,214.73941751215816,4.739246474162219,0.050604482247813776,209.27
2024-08-01,218.36,62501000.0,224.37,224.48,217.02,2024,8,1,3,0,213.4414285714286,215.6445631341186,4.8706106002276055,-0.00682252342399714,219.86
2024-07-31,222.08,50036260.0,221.44,223.82,220.63,2024,7,31,2,0,214.2757142857143,217.25342235058898,5.834634684773656,0.017036087195457128,218.36
2024-07-30,218.8,41643840.0,219.19,220.325,216.12,2024,7,30,1,0,215.05999999999997,217.64006676294173,6.048258702580038,-0.014769452449567733,222.08
2024-07-29,218.24,36311780.0,216.96,219.3,215.75,2024,7,29,0,0,216.26285714285714,217.7900500722063,5.657080266609171,-0.00255941499085921,218.8
2024-07-26,217.96,41601350.0,218.7,219.49,216.01,2024,7,26,4,0,217.79571428571427,217.83253755415473,4.017784867074996,-0.0012829912023460954,218.24
2024-07-25,217.49,51391200.0,218.93,220.85,214.62,2024,7,25,3,0,218.97,217.74690316561606,1.5603738868195027,-0.002156358964947702,217.96
2024-07-24,218.54,61777580.0,224.0,224.8,217.13,2024,7,24,2,0,218.78142857142856,217.94517737421205,1.5139620049335762,0.004827808175088322,217.49
2024-07-23,225.01,39960260.0,224.365,226.94,222.68,2024,7,23,1,0,219.73142857142855,219.71138303065902,2.770453805013861,0.029605564198773582,218.54
2024-07-22,223.96,48201840.0,227.01,227.78,223.09,2024,7,22,0,0,220.0,220.77353727299428,3.1067829019745647,-0.0046664592684768635,225.01
2024-07-19,224.31,49151450.0,224.82,226.8,223.275,2024,7,19,4,0,220.7871428571429,221.65765295474569,3.432966230952275,0.001562779067690645,223.96
2024-07-18,224.18,66034590.0,230.28,230.44,222.27,2024,7,18,3,0,221.6357142857143,222.28823971605925,3.4325542343028097,-0.0005795550800231641,224.31
2024-07-17,228.88,57345880.0,229.45,231.4599,226.64,2024,7,17,2,0,223.1957142857143,223.93617978704444,3.9291256751891015,0.02096529574449102,224.18
2024-07-16,234.82,43234280.0,235.0,236.27,232.33,2024,7,16,1,0,225.67142857142858,226.65713484028333,5.038069830703953,0.02595246417336594,228.88
2024-07-15,234.4,62631250.0,236.48,237.23,233.09,2024,7,15,0,0,227.93714285714287,228.5928511302125,4.859515456935217,-0.0017886040371347667,234.82
2024-07-12,230.54,53046530.0,228.92,232.64,228.68,2024,7,12,4,0,228.72714285714287,229.07963834765937,4.752671930208554,-0.01646757679180888,234.4
2024-07-11,227.57,64710620.0,231.39,232.39,225.77,2024,7,11,3,0,229.24285714285716,228.7022287607445,4.325870680320785,-0.012882796911598882,230.54
2024-07-10,232.98,62627690.0,229.3,233.08,229.25,2024,7,10,2,0,230.48142857142855,229.7716715705584,3.8981552413566285,0.02377290504020735,227.57
2024-07-09,228.68,48169820.0,227.93,229.4,226.3721,2024,7,9,1,0,231.12428571428572,229.49875367791878,2.938763102298387,-0.018456519872950383,232.98
2024-07-08,227.82,59085860.0,227.09,227.85,223.25,2024,7,8,0,0,230.97285714285712,229.07906525843907,3.096744065873976,-0.0037607136610110503,228.68
2024-07-05,226.34,60412410.0,221.65,226.45,221.65,2024,7,5,4,0,229.76142857142855,228.3942989438293,2.9980239523808887,-0.006496356772890843,227.82
2024-07-03,221.55,37369800.0,220.0,221.55,219.03,2024,7,3,2,0,227.9257142857143,226.683224207872,3.5649023228456738,-0.021162852346028105,226.34
2024-07-02,220.27,58046180.0,216.15,220.38,215.1,2024,7,2,1,0,226.45857142857145,225.079918155904,4.338953132463661,-0.005777476867524278,221.55
2024-07-01,216.75,60402930.0,212.09,217.51,211.92,2024,7,1,0,0,224.91285714285715,222.997438616928,5.616279059679329,-0.01598038770599719,220.27
2024-06-28,210.62,82542720.0,215.77,216.07,210.3,2024,6,28,4,0,221.71857142857144,219.90307896269601,6.545205442590526,-0.02828143021914642,216.75
2024-06-27,214.1,49772710.0,214.69,215.7395,212.35,2024,6,27,3,0,219.63571428571427,218.45230922202202,6.2749684119867135,0.01652264742189713,210.62
2024-06-26,213.25,66213190.0,211.5,214.86,210.64,2024,6,26,2,0,217.55428571428573,217.15173191651652,5.472960372421657,-0.00397010742643622,214.1
2024-06-25,209.07,56713870.0,209.15,211.38,208.61,2024,6,25,1,0,215.08714285714288,215.13129893738738,4.688755038336551,-0.01960140679953115,213.25
2024-06-24,208.14,80727010.0,207.72,212.7,206.59,2024,6,24,0,0,213.17142857142855,213.38347420304055,4.33418746161071,-0.00444827091404798,209.07
2024-06-21,207.49,246421400.0,210.39,211.89,207.11,2024,6,21,4,0,211.34571428571425,211.9101056522804,3.446432247716132,-0.0031228980493896996,208.14
2024-06-20,209.68,86172450.0,213.93,214.24,208.85,2024,6,20,3,0,210.33571428571426,211.35257923921029,2.5064906219847813,0.0105547255289411,207.49
2024-06-18,214.29,79943250.0,217.59,218.63,213.0,2024,6,18,1,0,210.85999999999999,212.0869344294077,2.9247905907949066,0.021985883250667637,209.68
2024-06-17,216.67,93728300.0,213.37,218.95,212.72,2024,6,17,0,0,211.22714285714287,213.23270082205576,3.5033636897786615,0.011106444537775984,214.29
2024-06-14,212.49,70122750.0,213.85,215.17,211.3,2024,6,14,4,0,211.11857142857144,213.04702561654182,3.441455256968584,-0.019292010892140055,216.67
2024-06-13,214.24,97862730.0,214.74,216.75,211.6,2024,6,13,3,0,211.85714285714286,213.34526921240638,3.4830528481290077,0.008235681679137796,212.49
2024-06-12,213.07,198134300.0,207.37,220.2,206.9,2024,6,12,2,0,212.5614285714286,213.2764519093048,3.081441375782351,-0.00546116504854377,214.24
2024-06-11,207.15,172373300.0,193.65,207.16,193.63,2024,6,11,1,0,212.51285714285717,211.7448389319786,3.1759340583298687,-0.027784296240672024,213.07
2024-06-10,193.12,97262080.0,196.9,197.3,192.15,2024,6,10,0,0,210.14714285714285,207.08862919898394,8.056063377534924,-0.06772869901037892,207.15
2024-06-07,196.89,53103910.0,194.65,196.94,194.14,2024,6,7,4,0,207.6614285714286,204.53897189923796,9.171859914200413,0.019521541010770305,193.12
2024-06-06,194.48,41181750.0,195.685,196.5,194.17,2024,6,6,3,0,204.49142857142857,202.02422892442848,9.371868238815367,-0.012240337244146415,196.89
2024-06-05,195.87,54156790.0,195.4,196.9,194.87,2024,6,5,2,0,202.11714285714285,200.48567169332136,9.10936096237595,0.007147264500205752,194.48
2024-06-04,194.35,47471450.0,194.635,195.32,193.0342,2024,6,4,1,0,199.27571428571426,198.95175376999103,7.68907852550812,-0.007760249144840969,195.87
2024-06-03,194.03,50080540.0,192.9,194.99,192.52,2024,6,3,0,0,196.55571428571426,197.72131532749327,4.833528239091671,-0.0016465140210959461,194.35
2024-05-31,192.25,75158280.0,191.44,192.57,189.91,2024,5,31,4,0,194.42714285714283,196.35348649561996,1.5685738138592782,-0.009173839097046832,194.03
2024-05-30,191.29,49947940.0,190.76,192.18,190.63,2024,5,30,3,0,194.1657142857143,195.08761487171495,1.9329240124993154,-0.004993498049414846,192.25
2024-05-29,190.29,53068020.0,189.61,192.247,189.51,2024,5,29,2,0,193.22285714285712,193.8882111537862,1.9913874081968457,-0.005227664802132881,191.29
2024-05-28,189.99,52280050.0,191.51,193.0,189.1,2024,5,28,1,0,192.58142857142857,192.91365836533964,2.2280292380746127,-0.0015765410688947101,190.29
